FID,ID_ROTA_CICLOVIARIA,ID_TRECHO,NOME_LOGRAD,ANO_MES_IMPLANTACAO,TIPO_ROTA_CICLOVIARIA,POSICIONAMENTO,EXTENSAO_CICLOVIA,SITUACAO_ROTA,SENTIDO_CIRCULACAO,LARGURA_MIN,TIPO_SEGREGADOR,GEOMETRIA
ROTA_CICLOVIARIA.16800,16800,32344,AVE OTACILIO NEGRAO DE LIMA,DEZ/03,CVIA CALCA,DIREITA CA,607.21590853,IMPLANTADA,BIDIRECIONAL,2,SOBRE A CALÇADA,"MULTILINESTRING ((605109.340210978 7804785.80946625, 605150.437498949 7804884.80931512, 605163.688570733 7804922.90156155, 605163.218557607 7804952.88545842, 605154.214095637 7804982.4094489, 605142.381309071 7804998.17623961, 605130.070263538 7805010.48373446, 605085.567441872 7805031.9193713, 604924.822953166 7805116.87207942, 604827.142681637 7805203.42446193))"
ROTA_CICLOVIARIA.16801,16801,62635,AVE OTACILIO NEGRAO DE LIMA,DEZ/03,CVIA CALCA,DIREITA CA,484.94336036,IMPLANTADA,BIDIRECIONAL,2,SOBRE A CALÇADA,"MULTILINESTRING ((605722.088900611 7805471.18995904, 605899.226127776 7805353.20397475, 605961.729627541 7805311.98236528, 605980.645594355 7805287.1374224, 606060.737480003 7805168.51156835, 606076.421075854 7805151.85495875))"
ROTA_CICLOVIARIA.16802,16802,30023,AVE TERESA CRISTINA,09/21,CVIA+CFAIX,DIREITA,51.05634134,IMPLANTADA,BIDIRECIONAL+UNIDIRECIONAL,2.5,PASSEIO,"MULTILINESTRING ((605791.791022445 7793132.60144296, 605770.599202605 7793124.62306693, 605745.333935682 7793111.62571251))"
ROTA_CICLOVIARIA.16803,16803,, ,09/21,CVIA+CFAIX,DIREITA,37.97478744,IMPLANTADA,BIDIRECIONAL+UNIDIRECIONAL,2.5,PASSEIO,"MULTILINESTRING ((605725.519171839 7793100.23803043, 605692.585269721 7793081.33187874))"
ROTA_CICLOVIARIA.16804,16804,43463,AVE SANTOS DUMONT,MAR/14,CICLOVIA,AMBOS,139.56023947,IMPLANTADA,UNIDIRECIONAL,1.5,PRISMA DE CONCRETO,"MULTILINESTRING ((611315.377020076 7797440.86450851, 611180.285352975 7797475.89737767))"
ROTA_CICLOVIARIA.16805,16805,64258,RUA URSULA PAULINO,ABR/14,CICLOVIA,DIREITA,30.20274504,IMPLANTADA,BIDIRECIONAL,2.4,MEIO FIO DUPLO,"MULTILINESTRING ((605465.816305737 7791870.95824677, 605462.27059269 7791840.96435194))"
ROTA_CICLOVIARIA.16806,16806,43650,AVE SANTOS DUMONT,MAR/14,CICLOVIA,AMBOS,141.49775643,IMPLANTADA,UNIDIRECIONAL,1.5,PRISMA DE CONCRETO,"MULTILINESTRING ((611045.292636005 7797512.96983168, 610908.675487709 7797549.81233248))"
ROTA_CICLOVIARIA.16807,16807,43466,AVE DOS ANDRADAS,JUL/20,CALCADA CP,DIREITA,143.89705107,IMPLANTADA,BIDIRECIONAL,4,SEM SEGREGAÇÃO,"MULTILINESTRING ((611463.381679343 7797163.52096098, 611451.713809664 7797114.21099788, 611443.979207716 7797079.40808191, 611446.716828022 7797021.89978756))"
ROTA_CICLOVIARIA.16808,16808,56311,AVE PRESIDENTE TANCREDO NEVES,2012/07,CICLOFAIXA,CENTRAL,167.63208391,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((605553.758235153 7799075.30182353, 605517.163178167 7799111.28449936, 605460.967749291 7799181.87013185, 605449.011275061 7799205.05541256))"
ROTA_CICLOVIARIA.16809,16809,56309,AVE PRESIDENTE TANCREDO NEVES,2012/07,CICLOFAIXA,CENTRAL,156.72246107,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((605788.204080176 7798893.47883307, 605717.636144692 7798935.6802431, 605661.152111264 7798965.8541013, 605652.139403448 7798971.16302068))"
ROTA_CICLOVIARIA.16810,16810,52610,AVE JOAO XXIII,2012/07,CICLOFAIXA,CENTRAL,104.59093223,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((604567.497536445 7799360.95367992, 604667.767003084 7799331.19973625))"
ROTA_CICLOVIARIA.16811,16811,33697,AVE PRESIDENTE TANCREDO NEVES,2012/07,CICLOFAIXA,CENTRAL,122.22923192,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((605428.413156011 7799274.0913605, 605435.463352883 7799320.20197481, 605472.033672336 7799386.34851088))"
ROTA_CICLOVIARIA.16812,16812,41158,RUA DOUTOR ALVARO CAMARGOS,JUN/21,CICLORRUA,AMBOS,68.74849374,IMPLANTADA,BIDIRECIONAL,,SEM SEGREGAÇÃO,"MULTILINESTRING ((608474.898052066 7807131.57199309, 608543.223117902 7807139.19044238))"
ROTA_CICLOVIARIA.16813,16813,36109,AVE DESEMBARGADOR FELIPPE IMMESI,2014/01,CICLOVIA,DIREITA,128.39574221,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE CALÇADA,"MULTILINESTRING ((607305.596101676 7806813.31677302, 607391.204457156 7806909.00729549))"
ROTA_CICLOVIARIA.16814,16814,30027,AVE TERESA CRISTINA,09/21,CVIA+CFAIX,DIREITA,11.11152605,IMPLANTADA,BIDIRECIONAL+UNIDIRECIONAL,2.5,PASSEIO,"MULTILINESTRING ((605933.289710564 7793120.10398678, 605922.965913505 7793124.21315037))"
ROTA_CICLOVIARIA.16815,16815,41160,RUA DOUTOR ALVARO CAMARGOS,JUN/21,CICLORRUA,AMBOS,77.35376575,IMPLANTADA,BIDIRECIONAL,,SEM SEGREGAÇÃO,"MULTILINESTRING ((608543.223117902 7807139.19044238, 608620.000174142 7807148.61852332))"
ROTA_CICLOVIARIA.16816,16816,43654,AVE SANTOS DUMONT,MAR/14,CICLOVIA,AMBOS,139.9907157,IMPLANTADA,UNIDIRECIONAL,1.5,PRISMA DE CONCRETO,"MULTILINESTRING ((611180.285352975 7797475.89737767, 611045.292636005 7797512.96983168))"
ROTA_CICLOVIARIA.16817,16817,7093,AVE DOS ANDRADAS,JUL/18,CICLOFAIXA,DIREITA,97.3016971,IMPLANTADA,BIDIRECIONAL,3,SEM SEGREGAÇÃO,"MULTILINESTRING ((613741.353887015 7797091.06570904, 613822.831074503 7797144.25488253))"
ROTA_CICLOVIARIA.16818,16818,39343,AVE DESEMBARGADOR FELIPPE IMMESI,2014/01,CICLOVIA,DIREITA,91.47083852,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE CALÇADA,"MULTILINESTRING ((607391.204457156 7806909.00729549, 607421.32652637 7806931.18278173, 607436.235012857 7806943.11035391, 607450.244702316 7806952.14851422, 607465.441793353 7806962.34643846))"
ROTA_CICLOVIARIA.16819,16819,5655,AVE DOS ANDRADAS,JUL/18,CICLOFAIXA,DIREITA,222.12252215,IMPLANTADA,BIDIRECIONAL,3,SEM SEGREGAÇÃO,"MULTILINESTRING ((612884.552943752 7796995.53515401, 612936.724400614 7797007.89263867, 613103.587305787 7797031.37785833))"
ROTA_CICLOVIARIA.16820,16820,39808,RUA JOAO SAMAHA,DEZ/201,CICLOFAIXA,DIREITA,75.18826659,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((608619.55489855 7807375.96224816, 608647.862882018 7807445.61806992))"
ROTA_CICLOVIARIA.16821,16821,39807,RUA JOAO SAMAHA,DEZ/201,CICLOFAIXA,DIREITA,72.07702523,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((608647.862882018 7807445.61806992, 608678.339522535 7807510.9347749))"
ROTA_CICLOVIARIA.16822,16822,64719,AVE OTACILIO NEGRAO DE LIMA,AGO2022,CVIA CALCA,DIREITA SC,234.12122235,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE A CALÇADA,"MULTILINESTRING ((607417.310800197 7804244.04973988, 607354.370270686 7804271.09423505, 607320.578800761 7804286.2511499, 607293.408743806 7804293.83960529, 607268.77016105 7804294.46947708, 607237.815261563 7804284.99140632, 607205.532781144 7804256.05729577))"
ROTA_CICLOVIARIA.16823,16823,24199,AVE SARAMENHA,2009,CICLOVIA,CENTRAL,42.28907865,IMPLANTADA,UNIDIRECIONAL,1.5,PRISMA DE CONCRETO,"MULTILINESTRING ((612005.653137779 7805614.82072341, 612042.916108152 7805634.8166533))"
ROTA_CICLOVIARIA.16824,16824,32365,AVE OTACILIO NEGRAO DE LIMA,AGO2022,CVIA CALCA,DIREITA SC,380.76268131,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE A CALÇADA,"MULTILINESTRING ((608157.061983677 7804840.87825716, 608137.956362444 7804816.97312298, 608125.595841844 7804797.25713611, 608114.365001913 7804772.54216677, 608105.987224108 7804749.04694916, 608100.050216215 7804722.89227286, 608096.603453299 7804705.30585252, 608086.403343905 7804666.55374041, 608071.832937034 7804604.63634352, 608045.132893204 7804481.11148664))"
ROTA_CICLOVIARIA.16826,16826,35568,AVE OTACILIO NEGRAO DE LIMA,AGO2022,CVIA CALCA,DIREITA SC,144.27084691,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE A CALÇADA,"MULTILINESTRING ((608071.074319359 7805454.11343492, 608082.321650979 7805445.39520949, 608110.332784052 7805429.77838825, 608122.272766593 7805410.49231387, 608130.543348421 7805392.12605227, 608141.328912761 7805365.03156727, 608149.343873415 7805340.31659793))"
ROTA_CICLOVIARIA.16825,16825,32359,AVE OTACILIO NEGRAO DE LIMA,AGO2022,CVIA CALCA,DIREITA SC,404.06058447,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE A CALÇADA,"MULTILINESTRING ((607932.939935713 7804272.75389723, 607797.40299302 7804232.38211479, 607733.769812588 7804220.87445714, 607686.710779191 7804222.21418444, 607536.718871447 7804238.70082863))"
ROTA_CICLOVIARIA.16827,16827,36701,AVE OTACILIO NEGRAO DE LIMA,AGO2022,CVIA CALCA,DIREITA SC,103.2270777,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE A CALÇADA,"MULTILINESTRING ((608193.376681957 7804976.23070656, 608195.075325882 7804953.46534039, 608197.623291769 7804909.81422544, 608196.007106286 7804894.34737368, 608188.561108888 7804874.58139698))"
ROTA_CICLOVIARIA.16828,16828,7606,AVE COUNTRY CLUB DE BELO HORIZONTE,ABR/13,CICLOVIA,DIREITA,254.84549024,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE CALÇADA,"MULTILINESTRING ((616427.544862402 7796443.60749728, 616442.478086421 7796438.68849853, 616459.225396186 7796429.16043794, 616473.367019156 7796417.7627579, 616488.531126815 7796405.10533428, 616503.068550309 7796402.02596108, 616525.084954578 7796407.5248418, 616541.76629759 7796417.04290443, 616563.032330029 7796425.61116038, 616573.298406177 7796427.12085309, 616587.382308235 7796425.36121126, 616601.919731729 7796421.86192353, 616621.437645177 7796408.5246383, 616636.296656599 7796389.47851508, 616641.285392398 7796375.40138044))"
ROTA_CICLOVIARIA.16829,16829,7605,AVE COUNTRY CLUB DE BELO HORIZONTE,ABR/13,CICLOVIA,DIREITA,193.84397332,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE CALÇADA,"MULTILINESTRING ((616170.332241278 7796586.70836951, 616179.963387415 7796547.91626553, 616191.087031371 7796492.58752754, 616192.224957883 7796452.66565352, 616191.054047993 7796395.1773551))"
ROTA_CICLOVIARIA.16830,16830,7156,AVE COUNTRY CLUB DE BELO HORIZONTE,ABR/13,CICLOVIA,DIREITA,91.43439069,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE CALÇADA,"MULTILINESTRING ((616191.054047993 7796395.1773551, 616203.059997289 7796383.07981751, 616220.739087459 7796373.6717325, 616245.493112035 7796365.54338701, 616273.644424462 7796362.55399549))"
ROTA_CICLOVIARIA.16831,16831,6702,AVE COUNTRY CLUB DE BELO HORIZONTE,ABR/13,CICLOVIA,DIREITA,181.23365098,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE CALÇADA,"MULTILINESTRING ((616641.285392398 7796375.40138044, 616645.53200221 7796357.29506593, 616640.510283034 7796331.00041813, 616590.02097841 7796236.16972064, 616583.894316098 7796208.40537199))"
ROTA_CICLOVIARIA.16832,16832,36380,AVE PRESIDENTE TANCREDO NEVES,DEZ/17,CICLOVIA,CENTRAL,27.03056582,IMPLANTADA,UNIDIRECIONAL,1.5,MEIO FIO,"MULTILINESTRING ((605434.861406249 7801342.21040086, 605439.413112301 7801368.85497743))"
ROTA_CICLOVIARIA.16833,16833,40779,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,13.37469789,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((609258.179047584 7808800.60226682, 609246.445211151 7808807.02096031))"
ROTA_CICLOVIARIA.16834,16834,58209,AVE DOS ANDRADAS,JUN/20,CVIA CALCA,DIREITA,114.28573223,IMPLANTADA,BIDIRECIONAL,2.5,SEM SEGREGAÇÃO,"MULTILINESTRING ((612591.305983055 7796890.25658315, 612692.44950919 7796943.46575258))"
ROTA_CICLOVIARIA.16836,16836,27774,RUA VEREADOR WASHINGTON WALFRIDO,FEV/22,ZONA 30,ZONA 30,186.6821345,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((607845.308599995 7793314.78559972, 607914.400899995 7793141.35989972))"
ROTA_CICLOVIARIA.16837,16837,32306,RUA CENTRAL,FEV/22,ZONA 30,ZONA 30,132.9541325,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((607791.174299995 7793091.43989972, 607914.400899995 7793141.35989972))"
ROTA_CICLOVIARIA.16835,16835,44266,AVE DOS ANDRADAS,JUL/18,CICLOFAIXA,DIREITA,94.0890529,IMPLANTADA,BIDIRECIONAL,3,SEM SEGREGAÇÃO,"MULTILINESTRING ((612692.44950919 7796943.46575258, 612784.019610097 7796965.09135075))"
ROTA_CICLOVIARIA.16838,16838,28548,RUA IRACY SANTOS AMARAL,MAR/23,ZONA 30,ZONA 30,284.15231042,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((608751.820099995 7791173.02999972, 608654.122799995 7791114.81149972, 608644.738999994 7791101.83409972, 608639.544099995 7791088.84669972, 608629.954099995 7791016.74099972, 608630.151999995 7790997.16479972, 608644.087499995 7790951.12399972))"
ROTA_CICLOVIARIA.16839,16839,1070,RUA FLOR CHUVA DE PRATA,MAR/23,ZONA 30,ZONA 30,72.1403155,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((608644.087499995 7790951.12399972, 608659.874699995 7790894.68699972, 608664.862499995 7790882.10259972))"
ROTA_CICLOVIARIA.16840,16840,8882,RUA PARAISOPOLIS,MAI/21,CICLOFAIXA,DIREITA,74.25883108,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((613862.342636036 7797381.96859028, 613889.820313564 7797312.98053892))"
ROTA_CICLOVIARIA.16841,16841,35366,RUA NICOLA COSTA,OUT/23,CICLOVIA,CENTRAL,195.62139116,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE A CALÇADA,"MULTILINESTRING ((605389.551882495 7800058.9092489, 605390.294019116 7800106.75976512, 605390.294022356 7800130.25510849, 605390.937208186 7800177.24579514, 605390.961956526 7800254.52047977))"
ROTA_CICLOVIARIA.16842,16842,31950,BEC SAO PEDRO,FEV/22,ZONA 30,ZONA 30,64.54818521,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((607730.698999996 7793068.87429972, 607791.174299995 7793091.43989972))"
ROTA_CICLOVIARIA.16843,16843,7391,RUA DORES DO INDAIA,SET/21,ZONA 30,ZONA 30,146.8942542,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((613862.342636036 7797381.96859028, 613998.704910526 7797436.58774454))"
ROTA_CICLOVIARIA.16844,16844,35345,AVE OTACILIO NEGRAO DE LIMA,DEZ/03,CVIA CALCA,DIREITA CA,53.07928473,IMPLANTADA,BIDIRECIONAL,2,SOBRE A CALÇADA,"MULTILINESTRING ((605309.837915035 7806105.37087335, 605332.415036717 7806091.82363086, 605350.762040274 7806072.35759311))"
ROTA_CICLOVIARIA.16845,16845,33825,AVE OTACILIO NEGRAO DE LIMA,DEZ/03,CVIA CALCA,DIREITA CA,865.58032155,IMPLANTADA,BIDIRECIONAL,2,SOBRE A CALÇADA,"MULTILINESTRING ((604319.182181317 7804712.57437304, 604380.34160846 7804734.07999564, 604418.981634831 7804745.61764718, 604545.761490881 7804764.24385587, 604630.784391416 7804777.05124896, 604673.374177205 7804782.71009712, 604712.863525539 7804780.81048378, 604788.832489037 7804769.04287904, 604856.3247246 7804759.06491003, 604881.994037893 7804750.27669884, 604913.963176228 7804734.24996104, 604960.304821172 7804705.01591155, 604987.392419684 7804694.08813586, 605010.208670852 7804690.9987647, 605031.351015627 7804692.76840449, 605056.665757614 7804702.74637351, 605072.596728795 7804714.20404133, 605085.419016674 7804732.94022763, 605109.340210978 7804785.80946625))"
ROTA_CICLOVIARIA.16846,16846,, ,JUL/21,CICLOFAIXA,DIREITA,53.79649942,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((606335.340586746 7796386.99901976, 606383.38912146 7796362.80394461))"
ROTA_CICLOVIARIA.16847,16847,33570,RUA VERSILIA,DEZ/12,CICLOFAIXA,ESQUERDA,276.6355481,IMPLANTADA,BIDIRECIONAL,2.5,TACHÃO,"MULTILINESTRING ((606554.300736181 7803449.19153096, 606617.694787129 7803704.28960649, 606621.07558329 7803717.64688765))"
ROTA_CICLOVIARIA.16848,16848,10968,RUA CAPITAO SILVIO CARVALHO,SET/19,ZONA 30,ZONA 30,117.42083909,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((610574.970699995 7798665.50469973, 610517.579399995 7798767.94439973))"
ROTA_CICLOVIARIA.16849,16849,27062,RUA DURVAL FRANCISCO DE OLIVEIRA,MAR/23,ZONA 30,ZONA 30,214.0242788,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((608809.835999995 7791336.83699972, 608829.197199996 7791303.25379973, 608840.329099995 7791277.33909973, 608839.784899995 7791247.77509973, 608828.652999995 7791227.69919972, 608808.698099995 7791209.83279972, 608751.820099995 7791173.02999972))"
ROTA_CICLOVIARIA.16850,16850,10961,RUA FLAVIA ROBERTA DE AQUINO,SET/19,ZONA 30,ZONA 30,90.5692422,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((610517.579399995 7798767.94439973, 610594.513499995 7798815.73489973))"
ROTA_CICLOVIARIA.16851,16851,10960,RUA JOSE HEMERCEDINO MIRANDA,SET/19,ZONA 30,ZONA 30,190.43898746,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((610674.374899994 7798503.27679973, 610663.160499995 7798517.00409973, 610574.970699995 7798665.50469973))"
ROTA_CICLOVIARIA.16852,16852,5684,AVE DOS ANDRADAS,JUL/18,CICLOFAIXA,DIREITA,317.97689849,IMPLANTADA,BIDIRECIONAL,3,SEM SEGREGAÇÃO,"MULTILINESTRING ((613103.587305787 7797031.37785833, 613175.136496743 7797039.18626895, 613250.396317633 7797038.21646635, 613284.344458599 7797035.34705041, 613417.97661126 7797006.70288085))"
ROTA_CICLOVIARIA.16429,16429,, ,FEV/24,CICLOVIA,CANTEIRO,47.8619727,IMPLANTADA,BIDIRECIONAL,2.2,MEIO FIO,"MULTILINESTRING ((604627.252697356 7802040.25666516, 604670.914682536 7802059.86277341))"
ROTA_CICLOVIARIA.16430,16430,24438,AVE SARAMENHA,2009,CVIA CANTE,CENTRAL,146.37480422,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE O CANTEIRO,"MULTILINESTRING ((611746.774856107 7805473.18955203, 611875.739860896 7805542.42545926))"
ROTA_CICLOVIARIA.16432,16432,23893,AVE SARAMENHA,2009,CICLOVIA,CENTRAL,89.17403675,IMPLANTADA,UNIDIRECIONAL,1.5,PRISMA DE CONCRETO,"MULTILINESTRING ((611927.960792821 7805571.04963289, 612005.653137779 7805614.82072341))"
ROTA_CICLOVIARIA.16433,16433,63241,RUA JOAO SAMAHA,DEZ/201,CICLOFAIXA,DIREITA,65.4839705,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((608329.795929988 7807894.5766857, 608278.712924576 7807935.54834604))"
ROTA_CICLOVIARIA.16431,16431,, ,FEV/24,CICLOVIA,CANTEIRO,72.36934616,IMPLANTADA,BIDIRECIONAL,2.2,MEIO FIO,"MULTILINESTRING ((604560.592926446 7802012.08225822, 604627.252697356 7802040.25666516))"
ROTA_CICLOVIARIA.16434,16434,35798,RUA CONCEICAO APARECIDA AUGSTEN,FEV/24,CICLOVIA,CANTEIRO,74.10752416,IMPLANTADA,BIDIRECIONAL,2.2,MEIO FIO,"MULTILINESTRING ((604690.855613666 7802071.12579573, 604709.167365146 7802084.07796893, 604719.326301575 7802092.32633278, 604749.654684766 7802116.19159874))"
ROTA_CICLOVIARIA.16435,16435,39496,RUA VARZEA DA PALMA,2014/01,CICLOVIA,DIREITA,44.24780471,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE CALÇADA,"MULTILINESTRING ((606353.003185228 7807533.42019805, 606346.662130964 7807577.2112845))"
ROTA_CICLOVIARIA.16436,16436,39306,RUA CARMELITA MARQUES ASSIS,SET/19,ZONA 30,ZONA 30,84.21930053,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((602606.572999996 7802917.75299973, 602537.068399997 7802870.19249973))"
ROTA_CICLOVIARIA.16437,16437,38996,RUA FARMACEUTICO RAUL MACHADO,2015/11,CICLOFAIXA,ESQUERDA,77.30112163,IMPLANTADA,UNIDIRECIONAL,1.3,TACHÃO,"MULTILINESTRING ((607705.890613023 7808700.41266012, 607726.529961296 7808774.90749691))"
ROTA_CICLOVIARIA.16438,16438,39305,RUA CRACOVIA,SET/19,ZONA 30,ZONA 30,52.09668958,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((602583.446799996 7802964.60969973, 602541.265899996 7802934.03459973))"
ROTA_CICLOVIARIA.16439,16439,35798,RUA CONCEICAO APARECIDA AUGSTEN,FEV/24,CICLOVIA,CANTEIRO,65.5049477,IMPLANTADA,BIDIRECIONAL,2.2,MEIO FIO,"MULTILINESTRING ((604499.680540766 7801987.98704202, 604560.592926446 7802012.08225822))"
ROTA_CICLOVIARIA.16440,16440,37791,RUA VARZEA DA PALMA,2014/01,CICLOVIA,DIREITA,150.34014009,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE CALÇADA,"MULTILINESTRING ((606268.268889243 7807704.16544335, 606237.51189002 7807742.21769793, 606203.283390346 7807794.33708918, 606184.012852227 7807828.31017405))"
ROTA_CICLOVIARIA.16441,16441,35798,RUA CONCEICAO APARECIDA AUGSTEN,FEV/24,CICLOVIA,CANTEIRO,81.96767159,IMPLANTADA,BIDIRECIONAL,2.2,MEIO FIO,"MULTILINESTRING ((604749.654684766 7802116.19159874, 604780.337643966 7802160.272858, 604792.186990046 7802185.9277718))"
ROTA_CICLOVIARIA.16442,16442,44411,RUA FERNANDES TOURINHO,JUL/16,CICLOVIA,DIREITA,139.37943406,IMPLANTADA,BIDIRECIONAL,2.4,MEIO FIO CONTÍNUO,"MULTILINESTRING ((611086.134302803 7794945.76237931, 610951.034389858 7794980.03540314))"
ROTA_CICLOVIARIA.16443,16443,31141,RUA URSULA PAULINO,ABR/14,CICLOVIA,DIREITA,73.40515506,IMPLANTADA,BIDIRECIONAL,2.4,MEIO FIO DUPLO,"MULTILINESTRING ((605454.453532297 7791772.19834907, 605451.7736329 7791751.12263897, 605449.308125456 7791722.48846736, 605448.854604019 7791699.07323347))"
ROTA_CICLOVIARIA.16444,16444,35798,RUA CONCEICAO APARECIDA AUGSTEN,FEV/24,CICLOVIA,CANTEIRO,75.14066398,IMPLANTADA,BIDIRECIONAL,2.2,MEIO FIO,"MULTILINESTRING ((604804.522864835 7802366.37200767, 604792.516860566 7802440.54730844))"
ROTA_CICLOVIARIA.16445,16445,42006,AVE CARANDAI,AGO/11,COMPARTILH,CENTRAL,141.8847649,IMPLANTADA,BIDIRECIONAL,2.5,SEM SEGREGAÇÃO,"MULTILINESTRING ((612259.864271579 7796082.20106051, 612122.570964053 7796118.00377298))"
ROTA_CICLOVIARIA.16446,16446,35798,RUA CONCEICAO APARECIDA AUGSTEN,FEV/24,CICLOVIA,CANTEIRO,183.05376763,IMPLANTADA,BIDIRECIONAL,2.2,MEIO FIO,"MULTILINESTRING ((604792.186990046 7802185.9277718, 604800.944127886 7802212.66247201, 604809.198268666 7802255.21403754, 604811.103076616 7802310.45308938, 604804.522864835 7802366.37200767))"
ROTA_CICLOVIARIA.16447,16447,43587,RUA PIAUI,AGO/11,CICLOVIA,DIREITA,141.33496118,IMPLANTADA,BIDIRECIONAL,2.4,PRISMA DE CONCRETO,"MULTILINESTRING ((612538.013091371 7796587.38823113, 612502.621927653 7796450.55608292))"
ROTA_CICLOVIARIA.16448,16448,3546,AVE NELIO CERQUEIRA,JUL/15,CALCADA CP,CENTRAL,13.71612941,IMPLANTADA,BIDIRECIONAL,5,SEM SEGREGAÇÃO,"MULTILINESTRING ((600864.866072227 7789633.83360701, 600863.596212205 7789620.17638689))"
ROTA_CICLOVIARIA.16449,16449,35798,RUA CONCEICAO APARECIDA AUGSTEN,FEV/24,CICLOVIA,CANTEIRO,118.47702695,IMPLANTADA,BIDIRECIONAL,2.2,MEIO FIO,"MULTILINESTRING ((604389.400014756 7801944.68563907, 604499.680540766 7801987.98704202))"
ROTA_CICLOVIARIA.16450,16450,3544,PCA DEPUTADO JOSE RAIMUNDO,JUL/15,CALCADA CP,CENTRAL,27.07411351,IMPLANTADA,BIDIRECIONAL,5,SEM SEGREGAÇÃO,"MULTILINESTRING ((600895.664300672 7789590.3424595, 600894.262507142 7789584.84357878, 600890.477664609 7789575.44549174, 600884.276789699 7789566.03740673))"
ROTA_CICLOVIARIA.16451,16451,35798,RUA CONCEICAO APARECIDA AUGSTEN,FEV/24,CICLOVIA,CANTEIRO,197.18405558,IMPLANTADA,BIDIRECIONAL,2.2,MEIO FIO,"MULTILINESTRING ((604128.994801555 7801672.26966522, 604230.839800176 7801841.11618733))"
ROTA_CICLOVIARIA.16452,16452,3548,AVE NELIO CERQUEIRA,JUL/15,CALCADA CP,CENTRAL,30.34904698,IMPLANTADA,BIDIRECIONAL,5,SEM SEGREGAÇÃO,"MULTILINESTRING ((600872.79857444 7789718.65634158, 600871.825564813 7789707.50861067, 600870.275346084 7789688.41249763))"
ROTA_CICLOVIARIA.16453,16453,35798,RUA CONCEICAO APARECIDA AUGSTEN,FEV/24,CICLOVIA,CANTEIRO,8.4176081,IMPLANTADA,BIDIRECIONAL,2.2,MEIO FIO,"MULTILINESTRING ((604230.839800176 7801841.11618733, 604235.284335346 7801848.26476993))"
ROTA_CICLOVIARIA.16454,16454,3547,AVE NELIO CERQUEIRA,JUL/15,CALCADA CP,CENTRAL,54.87290348,IMPLANTADA,BIDIRECIONAL,5,SEM SEGREGAÇÃO,"MULTILINESTRING ((600870.275346084 7789688.41249763, 600867.438775647 7789668.13662473, 600865.682410812 7789643.97154346, 600864.866072227 7789633.83360701))"
ROTA_CICLOVIARIA.16455,16455,35798,RUA CONCEICAO APARECIDA AUGSTEN,FEV/24,CICLOVIA,CANTEIRO,184.39614534,IMPLANTADA,BIDIRECIONAL,2.2,MEIO FIO,"MULTILINESTRING ((604235.284335346 7801848.26476993, 604260.054989596 7801874.35959478, 604286.087264426 7801897.21506146, 604312.127783936 7801911.1822897, 604355.303261576 7801930.23850703, 604389.400014756 7801944.68563907))"
