FID,ID_FX_ROD,GEOMETRIA
FAIXA_RODAGEM_RODOVIA.570,570,"MULTILINESTRING ((610147.913894037 7812898.18826545, 610147.28720987 7812898.15827156, 610147.245980649 7812898.1182797, 610147.180013894 7812897.82833871, 610147.270718182 7812882.41147677, 610147.419143379 7812880.56185326, 610150.989593959 7812802.36776944, 610152.003832808 7812802.13781624, 610152.482091777 7812802.44775316))"
FAIXA_RODAGEM_RODOVIA.571,571,"MULTILINESTRING ((610153.463347248 7812750.27837208, 610157.808907192 7812670.94452026, 610160.167218661 7812613.39623405, 610160.793902827 7812552.28867231, 610160.513544121 7812538.56146645, 610158.171724341 7812469.89544322, 610158.781916819 7812469.48552665, 610159.655976314 7812469.46553072, 610160.068268529 7812469.67548799, 610160.084760218 7812469.72547781))"
FAIXA_RODAGEM_RODOVIA.572,572,"MULTILINESTRING ((610155.475333256 7812421.08537836, 610153.174742698 7812370.7956147, 610150.824677073 7812322.51544199, 610148.218990276 7812271.61580246, 610145.522599191 7812220.19626876, 610144.326951768 7812194.47150496))"
FAIXA_RODAGEM_RODOVIA.573,573,"MULTILINESTRING ((610142.686028753 7812130.79446624, 610141.787231725 7812131.17438891, 610141.234760157 7812130.92443978, 610141.135810025 7812130.74447641, 610136.410941244 7812037.79339634, 610132.213806497 7811952.81069432, 610129.113369042 7811888.01388352, 610125.765556258 7811824.63678375, 610121.81579684 7811744.20315578, 610118.261837948 7811673.74749683, 610114.221374243 7811595.0135229, 610109.644930659 7811503.10223118, 610106.989768795 7811452.98243292, 610103.518268347 7811396.32396558, 610104.054248226 7811395.31417112, 610104.631457327 7811395.39415484, 610105.315862403 7811395.73408565, 610105.571483576 7811396.0340246))"
FAIXA_RODAGEM_RODOVIA.574,574,"MULTILINESTRING ((610071.037887665 7811600.2324606, 610071.656325987 7811600.402426, 610072.02738898 7811600.76235274, 610072.348976908 7811601.46221029, 610077.815971676 7811706.39085237, 610082.326448506 7811794.49291944, 610086.144274415 7811871.86717014, 610091.693727626 7811982.27469701, 610097.515293699 7812095.87157469, 610104.65619486 7812233.76350719, 610107.17117737 7812284.01327899, 610106.264134497 7812284.27322608, 610105.653942019 7812284.22323626, 610105.398320846 7812283.99328306))"
FAIXA_RODAGEM_RODOVIA.575,575,"MULTILINESTRING ((610099.288150223 7812294.73109741, 610099.840621791 7812294.23119916, 610100.393093359 7812294.08122969, 610100.821877262 7812294.23119916, 610100.929073238 7812294.53113811, 610107.674173872 7812330.08390145, 610110.040731185 7812344.32100353, 610110.263368981 7812348.12023021, 610110.617940286 7812353.84906412, 610111.656916667 7812371.60544986, 610113.471002412 7812407.44815418, 610115.326317379 7812454.36860366, 610117.783578979 7812502.21886388, 610118.839047049 7812529.39333259, 610119.638893946 7812560.83693234, 610119.671877323 7812574.65411989, 610118.327804703 7812632.84227586, 610117.758841446 7812650.86860665, 610116.785831819 7812668.13509211, 610115.441759199 7812695.0596117, 610114.320324375 7812716.30528721, 610112.044471349 7812759.34652629))"
FAIXA_RODAGEM_RODOVIA.576,576,"MULTILINESTRING ((610109.026492337 7812797.45876865, 610109.504751306 7812797.11883784, 610109.884060143 7812797.22881546, 610110.180910538 7812797.62873405, 610108.704904409 7812824.06335336, 610106.536247359 7812870.57388628, 610106.23115112 7812880.44187768, 610106.198167743 7812882.37148491, 610106.099217612 7812903.62715838, 610105.728154618 7812904.00708105, 610105.431304223 7812904.03707494, 610105.299370715 7812903.98708512, 610105.043749542 7812903.62715838))"
FAIXA_RODAGEM_RODOVIA.577,577,"MULTILINESTRING ((610069.116605944 7811543.33404211, 610068.259038137 7811526.43748135, 610067.038653181 7811497.80330976, 610065.554401208 7811463.41031035, 610064.202082743 7811434.68615707, 610062.66010986 7811403.14257767, 610060.730582295 7811374.99830636, 610058.017699521 7811343.15478801, 610055.255341682 7811316.25026435, 610051.58594097 7811284.6666931, 610047.924786103 7811257.45223252, 610044.824348648 7811234.17697013, 610042.342349514 7811218.72011633))"
FAIXA_RODAGEM_RODOVIA.578,578,"MULTILINESTRING ((610034.525289122 7811176.70866764, 610035.028285624 7811176.61868596, 610034.409847302 7811167.63051547, 610028.373889277 7811131.36789662, 610020.960875255 7811083.78758146, 610011.23902483 7811013.18195303, 610006.951185796 7810974.38984905, 610003.44670197 7810931.85850618, 610001.756303889 7810906.22372407, 610000.684344131 7810887.26758254, 610000.593639844 7810885.38796513, 609999.463959175 7810866.21186837, 609997.311793814 7810827.17981323, 609996.099654702 7810799.02554395, 609994.450485843 7810769.95146189, 609993.279575953 7810742.17711528, 609991.79532398 7810708.16403854, 609990.022467456 7810673.77103914, 609987.80433534 7810624.82100278, 609985.800595176 7810585.36903311, 609982.601207589 7810519.47244617, 609979.66568702 7810461.20430648, 609977.191933731 7810412.95412767, 609972.970061452 7810337.41950252, 609970.364374654 7810290.85897978, 609970.232441146 7810288.07954553, 609969.614002823 7810275.53209952, 609966.934103427 7810221.24314988, 609963.421373757 7810147.16822762, 609959.570564471 7810072.37345188, 609954.763237246 7809983.78148452, 609950.450660679 7809900.11851387, 609949.428175987 7809844.96973925, 609948.562362335 7809844.49983489))"
FAIXA_RODAGEM_RODOVIA.579,579,"MULTILINESTRING ((610133.458928986 7812923.6130903, 610133.656829249 7812890.59981006, 610133.920696266 7812882.39148084, 610133.986663021 7812880.54185733, 610135.066868623 7812847.67854656, 610137.755013864 7812791.62995509, 610140.484388326 7812743.4297661, 610142.974633303 7812694.12980096, 610145.877170496 7812638.47113012, 610146.8831635 7812598.30930495, 610146.957376098 7812574.16421961, 610147.048080386 7812559.76715009, 610147.097555451 7812545.86997882, 610146.503854662 7812522.07482225, 610145.135044509 7812487.81179639, 610143.477629805 7812454.37860162, 610141.498627174 7812414.69667876, 610138.934169598 7812366.30652844, 610136.69129995 7812317.74641271, 610134.151579907 7812266.26689122, 610131.199567649 7812209.10852564, 610128.437209809 7812152.99994638, 610125.567655994 7812097.85117175, 610122.904248287 7812042.07252533, 610119.76258161 7811981.00495546, 610116.843552729 7811921.4170844, 610113.685394364 7811857.38011894, 610110.997249123 7811802.21134838, 610108.127695308 7811747.5924659, 610105.390075002 7811692.51367703, 610102.363850145 7811633.59566962, 610098.273911375 7811549.80272543, 610096.2124503 7811510.69068657, 610093.219208821 7811454.39214597, 610090.827913975 7811410.16114906, 610088.502585884 7811371.57900235, 610085.44337765 7811335.70630413, 610082.285219285 7811304.36268404, 610077.832463365 7811269.10985965, 610072.513893794 7811232.11738936, 610066.5768859 7811193.26529759, 610061.093399444 7811159.31220864, 610055.972730136 7811126.33892026, 610049.367808855 7811083.84756925, 610043.587472003 7811046.53516408, 610039.151207772 7811012.11217078, 610034.896352115 7810974.81976154, 610034.25317626 7810968.41106601, 610032.480319736 7810949.50491431, 610030.468333728 7810923.38023191, 610029.223211239 7810904.02417178, 610027.590534069 7810876.24982517, 610026.988587435 7810861.33286147, 610024.88589714 7810817.42179944, 610022.379160474 7810769.19161656, 610019.897161341 7810714.68271169, 610017.101820124 7810662.44334486, 610014.595083458 7810613.38333088, 610012.278001211 7810565.11315614, 610009.853722988 7810515.25330497, 610006.860481508 7810459.02475013, 610004.96393732 7810416.63337877, 610005.005166542 7810414.66377967, 610000.849261017 7810339.5090772, 609998.655866434 7810293.17850765, 609998.268311752 7810280.80102705, 609994.516452597 7810210.24538844, 609991.514965274 7810152.93705339, 609988.496986261 7810091.05964836, 609985.17391101 7810022.03369839, 609982.081719399 7809961.51601659, 609979.179182207 7809902.42804377, 609975.773648512 7809832.24232987, 609972.335131441 7809765.27596068, 609969.209956453 7809702.80867572, 609965.919864579 7809642.5809349, 609963.108031674 7809585.86247978, 609960.543574098 7809532.73329407, 609957.838937168 7809477.31457439, 609955.472379855 7809427.3747395, 609952.817217992 7809374.96540727, 609950.326973015 7809325.90539329, 609947.943924013 7809278.91495806, 609945.362974749 7809225.72578456, 609943.186071854 7809181.11486498, 609941.8914743 7809131.89488357, 609941.883228456 7809106.18011773, 609942.386224958 7809086.42413901, 609943.441693028 7809068.81772274, 609944.703307205 7809056.38025435, 609946.509147106 7809042.84300982, 609949.156063125 7809028.38595251, 609952.891430591 7809012.08926965, 609957.187515469 7808996.47244841, 609961.986596849 7808981.0755824, 609967.214462133 7808965.53874488, 609972.566015081 7808951.11168147, 609980.572729893 7808931.47567832, 609993.642393102 7808900.95189135, 610007.01715255 7808870.70804739, 610019.006610157 7808843.85351356, 610043.570980315 7808787.87490784, 610055.131654018 7808763.23992222, 610062.190096735 7808747.86305213, 610069.017655812 7808733.49597651, 610105.043749542 7808657.43145922, 610125.031676115 7808613.74035242, 610132.6425904 7808596.20392191))"
FAIXA_RODAGEM_RODOVIA.580,580,"MULTILINESTRING ((609986.311837523 7809721.04496377, 609984.926535681 7809720.51507163, 609984.209147227 7809720.67503907, 609986.28709999 7809766.79565135, 609988.092939891 7809796.60958281, 609989.420520822 7809807.97726895, 609992.306566326 7809865.41557755, 609991.523211118 7809868.994849, 609994.829794681 7809937.31094346, 609998.449720326 7810007.58663905, 610001.904729087 7810078.27225119, 610005.326754469 7810146.07844944, 610007.89945789 7810199.50757409, 610012.459409785 7810283.39049997, 610012.871702 7810296.11790934, 610015.74950166 7810350.87676333, 610018.511859499 7810413.90393434, 610018.569580409 7810416.0235029, 610020.762974992 7810454.26571881, 610023.203744903 7810502.95580808, 610026.122773784 7810558.99440159, 610029.157244485 7810624.63104144, 610031.565031019 7810676.38050799, 610032.777170131 7810677.28032484, 610035.960066029 7810725.78045277, 610035.407594461 7810727.32013938, 610037.394842937 7810774.91045251, 610040.132463243 7810828.19960565, 610041.460044175 7810859.22329087, 610043.834847332 7810905.20393164, 610045.640687233 7810931.70853671, 610047.388806224 7810948.88504048, 610048.790599754 7810957.35331679, 610051.536465905 7810969.23089914))"
FAIXA_RODAGEM_RODOVIA.581,581,"MULTILINESTRING ((610100.153963874 7811344.1845784, 610098.191452932 7811324.01868311, 610096.105254325 7811302.91297912, 610093.763434545 7811284.2367806, 610091.174239436 7811263.77094637, 610088.543815105 7811244.74481908, 610085.468115183 7811225.00883628, 610082.367677727 7811203.86314043, 610078.871439746 7811182.02758499, 610074.641321622 7811155.7029433, 610070.848233246 7811130.07815915, 610065.00192964 7811093.9855057, 610061.283053862 7811070.93019854, 610061.95096725 7811070.22034303, 610062.849764279 7811070.26033489, 610063.525923511 7811070.86021279, 610064.17734521 7811071.79002353))"
FAIXA_RODAGEM_RODOVIA.582,582,"MULTILINESTRING ((610182.620652679 7810335.90980981, 610185.465468961 7810335.6298668, 610190.676842556 7810335.76983831, 610205.709016708 7810337.06957375, 610231.403067534 7810340.26892253, 610248.941978352 7810342.14853994, 610259.447183985 7810343.85819194, 610273.992853323 7810347.10753055, 610287.516037969 7810350.56682642, 610302.399786923 7810355.03591675, 610315.370500001 7810359.03510273, 610326.048868364 7810362.68435993, 610340.338916529 7810367.92329356, 610354.950552622 7810373.57214376, 610367.253352312 7810378.76108756, 610377.882245609 7810383.26017179, 610386.243531726 7810387.16937608, 610388.634826571 7810388.44911559, 610390.201536988 7810389.68886325, 610392.180539619 7810391.54848472, 610395.157289409 7810394.69784368, 610397.993859847 7810397.47727794, 610416.142963143 7810407.37526323, 610417.379839787 7810407.71519404, 610419.012516958 7810407.98513909, 610422.731392736 7810408.5250292, 610424.850574719 7810409.28487453, 610425.716388371 7810409.73478296, 610428.676646473 7810411.52441868, 610430.094931692 7810412.7441704, 610431.661642108 7810414.80375118, 610432.593422514 7810416.39342761))"
FAIXA_RODAGEM_RODOVIA.583,583,"MULTILINESTRING ((610667.880343657 7810551.09600929, 610656.146507224 7810546.41696169, 610642.202784519 7810540.13823971, 610630.716323415 7810534.30942615, 610620.507968176 7810528.4206248, 610604.00803374 7810518.91256014, 610582.849197276 7810505.42530543, 610560.981218203 7810492.13801002, 610533.811161248 7810475.11147572, 610500.596900423 7810455.16553566, 610498.799306366 7810453.97577783, 610481.986029847 7810443.40792888, 610464.488348251 7810432.93006162, 610461.346681574 7810431.87027734, 610458.188523208 7810431.37037909))"
FAIXA_RODAGEM_RODOVIA.584,584,"MULTILINESTRING ((610674.980015596 7810527.17087918, 610660.681721587 7810524.35145306, 610644.676537808 7810520.35226709, 610635.350487909 7810517.3828715, 610627.244822966 7810514.02355528, 610620.804818571 7810511.24412102, 610613.14442922 7810507.49488417, 610594.690229685 7810496.31715936, 610564.856765022 7810477.36101783, 610508.686073678 7810441.04840916, 610501.80079369 7810436.49933511, 610478.84436317 7810421.34242025, 610464.785198645 7810411.92433728, 610460.233492594 7810408.84496408, 610457.413413845 7810407.85516555, 610455.071594065 7810407.16530596, 610452.235023627 7810406.46544842, 610448.771769022 7810405.12572112, 610447.881217838 7810404.66581473, 610439.775552895 7810400.37668777, 610419.812363855 7810388.90902198, 610401.951865109 7810379.75088609, 610388.502893063 7810373.47216411, 610370.122906127 7810365.9436965, 610351.16571009 7810358.38523501, 610335.844931388 7810352.4264479, 610322.593859604 7810347.90736775, 610304.824065146 7810342.46847482, 610280.061794725 7810335.58987494, 610251.885744766 7810327.96142769, 610229.712669453 7810322.15261005, 610210.89565277 7810316.98366218, 610192.598124277 7810311.94468785, 610188.359760309 7810310.69494223))"
FAIXA_RODAGEM_RODOVIA.585,585,"MULTILINESTRING ((610587.936883207 7810499.96641657, 610576.252521839 7810492.93784721, 610552.958011703 7810478.9107024, 610532.945347596 7810466.55321773, 610500.234083274 7810446.25734889))"
FAIXA_RODAGEM_RODOVIA.541,541,"MULTILINESTRING ((610443.12336568 7810411.15449398, 610432.774831088 7810404.87577199, 610423.844581715 7810399.7968058, 610417.833361224 7810396.45748551, 610408.804161719 7810391.78843588, 610403.065054089 7810388.84903419, 610392.04860611 7810383.42013923, 610375.243575435 7810375.31178966, 610357.02025954 7810367.63335258, 610340.91612563 7810361.60457972, 610324.094603266 7810355.40584145, 610307.190622459 7810349.97694649, 610293.469537551 7810345.85778493, 610276.870652983 7810341.48867425, 610253.749305577 7810336.05977929, 610224.130232865 7810330.10099218, 610187.601142634 7810323.14240858, 610142.331457448 7810314.49416891, 610098.620236835 7810306.49579695, 610054.92550791 7810298.27746977, 610031.020805296 7810293.2784873))"
FAIXA_RODAGEM_RODOVIA.542,542,"MULTILINESTRING ((616737.003154124 7808489.60561969, 616736.673320353 7808487.93595954, 616736.961924903 7808487.0361427, 616738.033884661 7808484.27670437, 616737.852476087 7808483.62683665, 616716.042217924 7808450.6735442, 616715.423779602 7808449.1338576, 616715.572204799 7808447.48419338, 616715.97625117 7808444.84473064, 616716.157659744 7808444.02489751, 616716.809081443 7808443.00510509))"
FAIXA_RODAGEM_RODOVIA.543,543,"MULTILINESTRING ((616715.489746356 7808435.51662934, 616713.27161424 7808436.9563363, 616710.954531993 7808437.85615314, 616709.288871445 7808437.82615925, 616707.730406873 7808437.07631188, 616706.295629966 7808436.11650724, 616704.72891955 7808434.08692036, 616692.665249344 7808416.26054886, 616661.96597103 7808370.40988164, 616648.211902745 7808349.82407182, 616641.664702373 7808339.60615165, 616635.571023439 7808328.65838003, 616630.169995425 7808318.38047207, 616624.101054023 7808307.1927493))"
FAIXA_RODAGEM_RODOVIA.544,544,"MULTILINESTRING ((616489.743267063 7808198.3049131, 616490.369951229 7808198.56486019, 616494.501119222 7808199.83460174, 616499.79495126 7808201.25431276, 616506.432855918 7808203.62383045, 616513.013039666 7808206.35327488, 616521.588717734 7808210.04252395, 616526.643420288 7808212.47202943, 616533.850288203 7808216.91112586, 616541.246810536 7808221.62016735, 616545.641845546 7808224.70953852, 616551.380953176 7808229.2486146, 616557.482877955 7808234.6975055, 616562.009846474 7808239.15659786, 616567.798429169 7808245.42532188, 616573.232440561 7808251.19414765, 616581.329859659 7808260.27229982, 616588.800594591 7808268.96053136, 616595.026207035 7808277.1888565, 616603.131871978 7808287.61673394, 616609.811005858 7808296.61490239, 616619.351447708 7808310.2721225, 616620.044098629 7808310.88199836))"
FAIXA_RODAGEM_RODOVIA.545,545,"MULTILINESTRING ((615750.99807658 7807974.46047599, 615758.716186841 7807971.5210743, 615767.778369722 7807967.65186186, 615779.891514993 7807962.08299539, 615791.608859738 7807956.30417165, 615800.704025997 7807951.40516883, 615809.461112639 7807946.15623724, 615816.717455619 7807941.66715098, 615824.518024323 7807936.93811356, 615833.547223828 7807930.95933052, 615844.41524661 7807923.82078355, 615859.752517 7807913.90280233, 615875.007328948 7807903.96482518, 615875.304179343 7807903.15499002, 615889.091231006 7807894.90666894, 615896.446524118 7807890.27761117, 615905.467477778 7807884.68874877, 615915.090378071 7807878.50000847, 615926.362447224 7807871.72138823, 615938.29418392 7807864.81279446, 615947.37285849 7807859.98377739, 615956.492762282 7807855.79463008, 615963.031716808 7807853.27514291, 615969.851030041 7807851.07559063, 615975.829267156 7807849.41592845, 615982.80525143 7807847.75626627, 615988.049608403 7807846.92643518, 615994.671021372 7807846.2065817, 616000.871896283 7807845.84665496, 616006.660478979 7807845.69668549, 616014.139459755 7807845.77666921, 616019.919796607 7807846.33655524, 616026.813322438 7807847.32635377, 616035.059166734 7807849.27595694, 616043.560632204 7807851.28554789, 616052.218768715 7807854.58487632, 616063.070299808 7807858.80401753, 616067.325155465 7807861.02356575, 616072.000549181 7807863.21312007, 616078.605470462 7807867.10232843, 616083.462272752 7807870.69159785, 616088.022224648 7807874.56081028, 616093.09341889 7807878.72996166, 616098.156367288 7807883.64896041, 616103.178086464 7807888.84790218, 616107.490663031 7807894.11682971, 616112.487644674 7807900.42554559, 616116.404420715 7807905.64448329, 616119.818200254 7807910.82342913, 616123.792697204 7807916.94218367, 616127.41262285 7807922.15112341, 616131.139744472 7807928.41984743, 616136.14497196 7807936.56818886, 616163.339766448 7807978.45966197, 616190.237710542 7808020.42112084, 616214.901030831 7808058.51336727, 616227.517172604 7808077.87942536, 616236.266013402 7808090.12693242, 616241.535107908 7808097.45544072, 616247.538082555 7808104.67397141, 616255.247946972 7808113.09225789, 616260.65722083 7808118.81109384, 616267.872334589 7808125.48973442, 616277.429268128 7808133.85803108, 616285.947225286 7808140.40669812, 616295.57012558 7808147.10533463, 616304.99512561 7808152.89415633, 616316.399128271 7808159.0928946, 616324.463563993 7808163.28204191, 616332.808358421 7808166.98128894, 616341.13666116 7808170.37059905, 616346.389263976 7808172.18023071, 616354.148603459 7808174.63973008, 616366.253502885 7808177.98904834, 616376.824675273 7808180.27858231, 616389.886092638 7808182.69808983, 616402.461005189 7808184.52771741, 616413.485699013 7808186.16738366, 616421.014154855 7808186.56730226, 616428.575594075 7808186.88723714, 616435.01559847 7808187.34714353, 616440.161005311 7808187.79705195, 616447.268923094 7808188.59688914, 616454.57474114 7808189.56669174, 616467.058949405 7808191.25634782, 616478.990686101 7808192.79603442, 616483.583621374 7808193.33592453, 616488.539373796 7808193.73584312, 616492.365445549 7808193.83582277))"
FAIXA_RODAGEM_RODOVIA.546,546,"MULTILINESTRING ((616570.60201623 7808292.71569606, 616572.696460681 7808295.45513846, 616577.45431284 7808301.39392963, 616593.055450248 7808322.56961938, 616604.022423162 7808337.26662785, 616615.047116986 7808352.41354474))"
